Season,Episode,Title,Description,AirDate,Rating,Voters
6,3,The Pledge Drive,"Kramer finds Jerry's old birthday checks from his grandmother and insists he deposits them, which puts Nana in unexpected debt. Elaine accidentally tells the high talker a secret. Mr Pitt eats a Snickers bar with utensils.",6 Oct. 1994,8.2,"(2,859)"
6,4,The Chinese Woman,"George's telephone line crosses with that of a woman named Donna Chang, and everyone seeks her advice when she convinces them that she's Chinese. Jerry winds up dating her. Things get worse when Frank and Estelle announce a separation. Jerry and Elaine can't seem to figure out why Frank Costanza is having mysterious business dealings with a man in a cape.",13 Oct. 1994,8.1,"(2,832)"
6,5,The Couch,Jerry's new couch is completely ruined when Elaine upsets a man with a bladder condition. Kramer decides to start up his own new pizza business. George joins a book club but instead of reading the book he watches the movie.,27 Oct. 1994,8.1,"(2,794)"
6,6,The Gymnast,Jerry's excitement about dating a gymnast diminishes after mediocre sex; George's girlfriend's mom catches him eating out of the trash; Kramer passes a kidney stone.,3 Nov. 1994,8.2,"(2,858)"
6,7,The Soup,"Jerry accepts an Armani suit from Kenny Bania, provided that he will treat him to a meal; Elaine dates a bounder from England; Kramer decides to eat fresh.",10 Nov. 1994,8.1,"(2,756)"
6,8,The Mom and Pop Store,"George buys a convertible he thinks was once owned by Jon Voight. Kramer tries to save a small shoe-repair business. Elaine answers a radio quiz, enabling Mr. Pitt to participate in the Macy's Thanksgiving Day Parade. Meanwhile, Jerry tries to solve the mystery of whether or not he's invited to Tim Whatley's annual Pre-Thanksgiving party.",17 Nov. 1994,8.1,"(2,789)"
6,9,The Secretary,"George gets a secretary, saying he will go for efficiency and smarts rather than beauty. He hires a librarian-esque woman, only to find himself falling in love with her.",8 Dec. 1994,8.1,"(2,648)"
6,10,The Race,A grade school acquaintance puts pressure on Jerry to finally settle an old score in the form of a race; Elaine is blacklisted from a Chinese restaurant.,15 Dec. 1994,8.9,"(3,825)"
6,11,The Switch,Jerry wants to switch from dating a non-laughing woman to dating her roommate; Elaine has difficulty retrieving a tennis racket she loaned out; George enlists Kramer's mother to spy on his seemingly bulimic girlfriend.,5 Jan. 1995,8.9,"(3,708)"
6,12,The Label Maker,Tim Whatley gives Jerry a label maker as a thank you for his Super Bowl tickets. George is uncomfortable with his girlfriend's male roommate. Kramer and Newman play a game of Risk.,19 Jan. 1995,8.5,"(2,836)"
6,13,The Scofflaw,"When George learns that their friend Gary never had cancer as he claimed, he promises to keep it secret from Jerry--of course, George can keep a secret for about two seconds. Elaine gets all tied up in knots when she learns that someone said hi to her ex-boyfriend on her behalf. She goes out of her way to let him know otherwise, which seems to defeat the purpose. Kramer has a run-in with the local beat cop, who tells him that someone in the neighborhood has amassed parking tickets for years, and Kramer figures out just who it is.",26 Jan. 1995,8.0,"(2,632)"
6,14,Highlights of a Hundred,"For the series' 100th episode, Jerry Seinfeld hosts a one hour retrospective with clips from previous episodes: the idea for a show about nothing; the smelly car; the puffy shirt; the astronaut pen; Jerry's hair; George's lack of hair; Mulva; Jerry's virgin girlfriend; the Hernandez incident; the outing; the masters of their domain; the bubble boy - are only a few of the episodes included.",2 Feb. 1995,7.0,"(2,540)"
6,15,The Beard,Elaine tries to convert a gay man to heterosexuality; George is upset when his blind date turns out to be bald; Jerry braces for a lie detector test,9 Feb. 1995,8.2,"(2,708)"
6,16,The Kiss Hello,"Kramer tries to create a Utopian society when he puts up pictures of all the residents of his and Jerry's building. Jerry doesn't mind until the women of the building want to be greeted with a kiss. After Jerry objects to kissing hello, he's vilified and nearly kicked out of the building. Jerry also has to settle some family issues when Nana remembers that Uncle Leo was supposed to give Jerry's mom some money 50 years ago and Uncle Leo puts Nana in a home to keep her quiet. Meanwhile, Elaine's friend who is a physical therapist skips out on George's appointment and ...",16 Feb. 1995,8.2,"(2,666)"
6,17,The Doorman,Jerry is inconvenienced by a tenacious doorman at an apartment building; Kramer robs George on the street to put on a show for a group of German tourists.,23 Feb. 1995,8.2,"(2,757)"
6,18,The Jimmy,Elaine dates a man whose habit of speaking in third person causes a wide array of confusion; George is blamed for the theft of Yankees' sports equipment.,16 Mar. 1995,8.9,"(3,642)"
6,19,The Doodle,"George dates a girl from Elaine's art class and wonders whether or not her humorous caricature of him is a sign that she likes him or not. Thanks to Newman's fleas, Jerry's visiting parents are forced to stay in Elaine's luxury hotel room. Elaine gets a potential job offer but accidentally leaves the manuscript in Jerry's flea-infested apartment.",6 Apr. 1995,8.2,"(2,615)"
6,20,The Fusilli Jerry,Frank has an unfortunate accident involving one of Kramer's pasta sculptures; Kramer gets the wrong license plates; Jerry becomes disturbed when he finds out that his mechanic used his personal sex move on Elaine.,27 Apr. 1995,8.7,"(3,222)"
6,21,The Diplomat's Club,Jerry's simple airport meeting turns into a nightmare thanks to his incompetent agent; Kramer gets into hot water when he gambled with a rich Texan.,4 May 1995,8.1,"(2,610)"
6,22,The Face Painter,"Jerry, Elaine, Kramer, and David Puddy go to two Stanley Cup playoff games; Kramer holds a grudge against a chimpanzee who hit him with a banana peel; George resolves to take the dramatic step of telling his girlfriend he loves her.",11 May 1995,8.4,"(2,768)"
6,23,The Understudy,"Jerry dates the ultra-sensitive understudy for Bette Midler in Rochelle, Rochelle: The Musical. When the Improv is scheduled to play Rochelle Rochelle in a softball game, George plows into catcher Bette Midler to score the winning run. Bette is injured because of the incident and is unable to perform in the Broadway premiere. Jerry, George, and the understudy are vilified for the incident, and Kramer goes out of his way to help Bette. Meanwhile, Elaine suspects that a local nail shop is making fun of her in Korean. She learns that George's dad Frank speaks Korean and ...",18 May 1995,7.9,"(2,702)"
7,1,The Engagement,"While sitting in the coffee shop, Jerry and George resolve to grow up and take life more seriously. Jerry decides to call the woman he recently broke up with - because she shushed him. For his part, George has been thinking a lot about his former girlfriend Susan. After imagining the ideal life they could have together, he goes to her apartment and proposes. She accepts and George almost immediately begins to have second thoughts, especially after Jerry breaks up with his girlfriend a second time. Elaine meanwhile is having trouble with a neighbor's barking dog and ...",21 Sep. 1995,8.6,"(2,893)"
7,2,The Postponement,George gets cold feet and tries everything he can to postpone the wedding; Elaine is jealous of George's engagement; Kramer spills hot coffee on himself.,28 Sep. 1995,8.2,"(2,590)"
7,3,The Maestro,"Elaine's latest boyfriend likes to be known as ""The Maestro""; Kramer reaches an unsatisfactory settlement with the coffee company, much to his lawyer's chagrin.",5 Oct. 1995,8.1,"(2,686)"
7,4,The Wink,"Jerry squirts grapefruit into George's eye at breakfast, and for the rest of the day George is misinterpreted because everyone thinks he is winking at them.",12 Oct. 1995,8.6,"(2,881)"
7,5,The Hot Tub,"Wilhelm thinks George is cracking under the pressure of working in the big leagues. So he has George entertain a group of visiting baseball officials from the Houston Astros, who are in New York to discuss inter-league play. George picks up a bad habit from them, who call everyone either a ""bastard"" or a ""son of a bitch"". Kramer buys a hot tub from his friend Lomez and installs it in his apartment. At the same time, Elaine is having a marathon runner from Trinidad And Tobago named Jean Paul Jean Paul stay with her as a house guest. Jean Paul was in the Olympics and ...",19 Oct. 1995,8.6,"(2,821)"
7,6,The Soup Nazi,"A soup stand owner obsesses about his customers' ordering procedure, but his soup is so good that people line up down the block for it anyway.",2 Nov. 1995,9.5,"(5,976)"
7,7,The Secret Code,"George refuses to give anyone his secret code (BOSCO). Kramer buys a police scanner. Jerry does a series of ads for Leapin' Larry's Appliance Store. Elaine has dinner with J. Peterman but after she and Jerry bail on the dinner, George is stuck to dine with Peterman. George spills his secret code to Peterman's dying mother and gets in trouble for it.",9 Nov. 1995,8.4,"(2,721)"
7,8,The Pool Guy,Jerry has a hard time telling the pool guy at his new health club that there isn't room for a 5th member of the group. George's worlds collide when Elaine starts hanging out with Susan. Kramer discovers that his phone number is one digit off from that of a popular movie-finding service and offers help to those that mistakenly call his number.,16 Nov. 1995,8.3,"(2,666)"
7,9,The Sponge,"After learning that her prophylactic of choice is being discontinued, Elaine buys a case of Today sponges and scrutinizes her dates for their sponge-worthiness.",7 Dec. 1995,8.3,"(2,725)"
7,10,The Gum,"When Lloyd Braun comes back from the psychiatric hospital, Kramer takes him under his wing and convinces Jerry to buy gum from him and wear glasses that don't belong to him to prove that Lloyd isn't crazy. George tries to prove to his old neighbor Deena that he isn't crazy after a cashier short-changes him.",14 Dec. 1995,8.6,"(2,996)"
7,11,The Rye,"After George's parents take back the bread they gifted to Susan's parents, George makes Jerry find another loaf and tries to appease Susan's parents by taking them on Kramer's Manhattan horse tours, to disastrous consequences.",4 Jan. 1996,8.8,"(3,404)"
7,12,The Caddy,"Elaine's floozy former ex-roommate Sue Ellen Mischkie returns. George locks his keys in his car and leaves it in the Yankees parking lot. Elaine, out of spite, buys Sue Ellen a bra for a birthday gift as she has never worn one. George, having successfully convinced Wilhelm and Steinbrenner that he's putting in extra hours, decides to skip town with Susan after learning that her father rebuilt the cabin. So George asks Kramer and Jerry to go to Yankee Stadium and take the fliers off of his car. The car is really dirty, and Jerry and Kramer decide to go take it to the ...",25 Jan. 1996,8.6,"(2,794)"
7,13,The Seven,George becomes upset when Susan's cousin names her baby with the name he planned to use for his first child; Jerry questions his girlfriend's style.,1 Feb. 1996,8.1,"(2,558)"
7,14,The Cadillac,"In this hour-long episode, Jerry performs the biggest show of his life in Atlantic City. He receives a rather generous pay check for the event, and decides to buy his father a Cadillac. Unfortunately, doing so puts Morty in the hot seat with the condo board of directors, where he serves as president. Morty is accused of stealing money from the board, and ultimately gets removed from his post as president and kicked out of the condo. Meanwhile, thanks to Elaine, George can score a date with ""My Cousin Vinny"" star Marisa Tomei but Elaine objects because of George's ...",8 Feb. 1996,8.5,"(2,841)"
7,15,The Shower Head,"Peterman wants Elaine to go to Africa, but when Elaine tests positive for Opium in her physical, that means no dice. George tries to convince his parents to move to Florida so that he finally gets his ""buffer zone"", but they have problems with Jerry's parents. Kramer and Newman scheme to buy black market shower heads when the building switches to low-flow ones.",15 Feb. 1996,8.4,"(2,630)"
