Season,Episode,Title,Description,AirDate,Rating,Voters
7,16,The Doll,"George freaks out when he discovers that Susan has a doll that looks exactly like his mother. Jerry decides to use that as a bit on the Charles Grodin show when his prop gets destroyed in his carry-on luggage, but fellow comedian Sally Weaver screws up his bit by bringing him the wrong doll.",22 Feb. 1996,8.1,"(2,587)"
7,17,The Friars Club,"Jerry has a hard time getting membership in the Friar's Club when the Flying Sandos Brothers take his jacket during a show. Meanwhile, Elaine suspects that a new co-worker (Rob Schneider) is faking a hearing disorder to get out of doing work.",7 Mar. 1996,7.7,"(2,491)"
7,18,The Wig Master,"Susan's friends are in town for the Broadway production of Joseph And The Amazing Technicolor Dreamcoat. Kramer gets to wear the coat and is mistaken for a pimp in public when he accuses a local parking lot of running a prostitution ring out of his car. Jerry buys a jacket and later returns it for spite. Elaine tries to buy a dress from the same guy Jerry gets the jacket from, but is stunned to learn that he's holding it until Elaine sleeps with him.",4 Apr. 1996,8.1,"(2,583)"
7,19,The Calzone,"George gets Steinbrenner hooked on eggplant calzones from a local Italian restaurant. But George gets banned from the restaurant when he's accused of stealing from the tip jar. He then asks Kramer to pick up the calzones, but Kramer gets kicked out when he tries to pay with pennies. George's last resort in getting the calzones is Newman who wants a cut of every delivery. Meanwhile, Kramer will only wear clothing if it's straight from the dryer.",25 Apr. 1996,8.8,"(3,231)"
7,20,The Bottle Deposit,A garage mechanic steals Jerry's car. Elaine tries to win J. Peterman JFK's presidential golf clubs at an auction. George is asked to work on a mysterious assignment. Kramer and Newman run a recycling scam.,2 May 1996,8.6,"(3,130)"
7,21,The Wait Out,A comment from George ends up causing a married couple to get divorced and Jerry and Elaine to date the soon-to-be exes. Kramer tries wearing jeans.,9 May 1996,8.3,"(2,541)"
7,22,The Invitations,"It's finally time for George and Susan's wedding. George doesn't think he can go through with the wedding. But when Susan puts George in charge of the wedding invitations, George gets the cheapest ones in the lot, knowing that the glue for the envelopes is cheap. Unfortunately for Susan, the glue is also toxic and licking the envelopes has fatal consequences. Meanwhile, Jerry courts a woman just like him named Jeannie Steinman and holds up his end of George's ""pact"" (see episode ""The Engagement"").",16 May 1996,8.6,"(3,280)"
8,1,The Foundation,George enjoys the single life. Elaine takes over the catalog when J. Peterman suddenly goes missing. Kramer is taking karate lessons.,19 Sep. 1996,8.1,"(2,569)"
8,2,The Soul Mate,George thinks the Board of Directors are talking behind his back. Kramer has a crush on Jerry's new girlfriend. Elaine doesn't see the big deal in having a baby.,26 Sep. 1996,8.0,"(2,506)"
8,3,The Bizarro Jerry,George uses Susan's death to pick up women. Elaine's new friend is Jerry's exact opposite. Jerry's new girlfriend has manly hands. Kramer pretends to work for an upscale firm.,3 Oct. 1996,9.1,"(3,871)"
8,4,The Little Kicks,"Jerry is forced to bootleg a movie for Kramer's friend. George tries the ""bad boy"" image. No one has the heart to tell Elaine that she's a terrible dancer.",10 Oct. 1996,8.9,"(3,457)"
8,5,The Package,"A mysterious package arrives for Jerry. Elaine is curious about what the doctors are writing in her records. George tries to hit on the cute girl at the ""One Hour Photo"" place.",17 Oct. 1996,8.6,"(2,755)"
8,6,The Fatigues,Jerry's new girlfriend's mentor is dating Bania. Kramer volunteers to host a Jewish singles mixer. George tries to study up on risk management. Elaine promotes a man she is afraid to fire.,31 Oct. 1996,8.0,"(2,548)"
8,7,The Checks,"Jerry gets hundreds of royalty checks, worth 12 cents each, for appearing on a Japanese TV program and gets writer's cramp. George and Jerry pitch their pilot to Japanese TV executives.",7 Nov. 1996,8.1,"(2,534)"
8,8,The Chicken Roaster,"Kenny Rogers' Roasters sets up shop across the street from Jerry and Kramer's apartments. Unfortunately, their unusually large chicken sign causes problems for everybody. Kramer and Jerry wind up switching apartments--and personalities--because of it. Jerry is freaked out by a wooden doll in Kramer's apartment, and Newman gets Kramer hooked on Kenny Roger's chicken. Elaine gets comfortable in her position as president of the catalog but is quickly accused of abusing the company credit card, especially when she buys George an expensive hat and George purposefully ...",14 Nov. 1996,8.9,"(3,579)"
8,9,The Abstinence,"Abstinence allows George to become a genius, but it turns Elaine into an idiot. Jerry gets bumped from career day at his old Jr. High School. Kramer turns his apartment into a smoking lounge and all the smoke disfigures his face.",21 Nov. 1996,9.0,"(3,407)"
8,10,The Andrea Doria,"A survivor of a shipwreck beats George out of an apartment, so George decides to tell the landlords the tragedies of his life in hopes of getting it back based on pity.",19 Dec. 1996,8.4,"(2,572)"
8,11,The Little Jerry,Jerry bounces a check. Kramer buys a live chicken. George dates a female convict. Elaine dates a man who shaves his head.,9 Jan. 1997,8.3,"(2,675)"
8,12,The Money,Jerry's parents believe he is financially unstable. Kramer has trouble sleeping with his girlfriend. Elaine enjoys her position as President of the J. Peterman catalog. George hopes to get his parents' money when they die.,16 Jan. 1997,7.7,"(2,393)"
8,13,The Comeback,George tries to come up with a good comeback after someone insults him. Elaine falls in love with a mysterious employee at the video store. Kramer wants to die a certain way. Jerry takes advice from a tennis player who stinks.,30 Jan. 1997,8.5,"(2,837)"
8,14,The Van Buren Boys,Kramer gets mixed up with a gang when he is mugged by them and mistakenly shows their secret sign.,6 Feb. 1997,8.0,"(2,506)"
8,15,The Susie,"Kramer sets his watch an hour ahead. George tries to avoid a breakup with his girlfriend. A colleague keeps calling Elaine, Susie. Jerry gambles on a basketball game, but the bookie can't pay him.",13 Feb. 1997,8.6,"(2,793)"
8,16,The Pothole,Jerry accidentally knocks his girlfriend's toothbrush in the toilet. George drops his keys in a pothole that is paved over. A restaurant refuses to deliver food to Elaine's address. Kramer adopts a highway.,20 Feb. 1997,8.6,"(2,760)"
8,17,The English Patient,"Elaine is dragged to see the movie ""The English Patient (1996) "" on multiple occasions, even though she absolutely hates the film.",13 Mar. 1997,8.5,"(2,807)"
8,18,The Nap,George takes a nap under his desk. Kramer swims in the East River. Jerry has some maintenance done on his kitchen. Elaine's new boyfriend buys her a new mattress.,10 Apr. 1997,8.7,"(3,018)"
8,19,The Yada Yada,"George's new girlfriend keeps including ""Yada Yada"" in her stories. Jerry is offended by Tim Whatley's Jewish jokes. Elaine tries to help her friends adopt a baby. Kramer and Mickey fight over two women.",24 Apr. 1997,9.0,"(3,701)"
8,20,The Millennium,Kramer and Newman compete during the early planning of each of their millenium parties.,1 May 1997,8.1,"(2,488)"
8,21,The Muffin Tops,Elaine opens a new bakery that sells only the tops of the muffins.,8 May 1997,8.4,"(2,721)"
8,22,The Summer of George,"Unemployed again, George decides to have a ""memorable"" summer. Jerry's new girlfriend has another dude. Kramer wins a Tony Award. A new woman at work is hostile towards Elaine.",15 May 1997,8.5,"(2,746)"
9,1,The Butter Shave,"Kramer discovers the amazing yet unknown uses of butter, but accidentally fries himself after using it as sunscreen.",25 Sep. 1997,8.4,"(2,812)"
9,2,The Voice,George's colleagues try to force him to leave. Jerry makes fun of his girlfriend's bellybutton. Kramer hires an intern. Elaine gets back together with David Puddy.,2 Oct. 1997,8.4,"(2,765)"
9,3,The Serenity Now,Jerry opens up his feelings. Elaine is getting hit on by the Jews. Kramer gets a screen door. George helps his father sell computers.,9 Oct. 1997,8.8,"(3,530)"
9,4,The Blood,Jerry's parents hire their friend Izzy Mandelbaum to become Jerry's personal trainer while George decides to associate food and television with his love life.,16 Oct. 1997,8.2,"(2,580)"
9,5,The Junk Mail,Kramer is annoyed with the catalogs he keeps getting in the mail. Elaine falls in love with a guy because of his smile. George's parents are avoiding him. Jerry can't find it in his heart to reject a gift from an old school friend.,30 Oct. 1997,8.0,"(2,518)"
9,6,The Merv Griffin Show,"George runs over a flock of pigeons. Jerry's girlfriend has a vintage toy collection she won't let him touch. A new co-worker is freaking Elaine out. Kramer rebuilds the set of ""The Merv Griffin Show"" in his apartment.",6 Nov. 1997,9.0,"(3,896)"
9,7,The Slicer,Elaine borrows Kramer's meat slicer to feed her neighbor's cat while George tries to hide his not-so-great past from his new boss.,13 Nov. 1997,8.4,"(2,569)"
9,8,The Betrayal,Elaine and the gang head to India to attend a wedding; Jerry betrays George by having sex with his prospective girlfriend; Kramer grapples with a malignant wish.,20 Nov. 1997,8.9,"(4,021)"
9,9,The Apology,George is angered when an old acquaintance withholds a 12-Step-mandated apology; Jerry's girlfriend is too comfortable with her nudity; Elaine works with a germaphobe.,11 Dec. 1997,8.2,"(2,582)"
9,10,The Strike,Jerry goes out with a woman who is beautiful one day and ugly the next. Kramer goes back to work at H&H Bagels. George makes up a charity. Elaine gives a fake number to a man.,18 Dec. 1997,8.7,"(3,415)"
9,11,The Dealership,Jerry looks to buy a new car from Elaine's boyfriend. George tries to find a snack. Kramer test drives a car.,8 Jan. 1998,8.4,"(2,719)"
9,12,The Reverse Peephole,Elaine is embarrassed by Puddy's fur coat. Kramer tries to keep Newman from getting evicted. George carries everything in his wallet. Jerry is through with wallets.,15 Jan. 1998,8.2,"(2,546)"
9,13,The Cartoon,Sally Weaver makes fun of Jerry. George's new girlfriend looks just like Jerry. Kramer takes a vow of silence. Elaine gets a job drawing cartoons for the New Yorker.,29 Jan. 1998,7.9,"(2,528)"
9,14,The Strongbox,George's new girlfriend refuses to break up with him. Jerry doesn't help out a neighbor. Elaine's new boyfriend is poor. Kramer tries to find a good place to hide his key for his strongbox.,5 Feb. 1998,8.0,"(2,482)"
9,15,The Wizard,Jerry goes down to Florida for his father's birthday. George tries to avoid Susan's parents. Elaine can't figure out her new boyfriend's nationality. Kramer decides to retire.,26 Feb. 1998,7.9,"(2,405)"
9,16,The Burning,Elaine finds out that Puddy is religious. Kramer pretends to have gonorrhea. Jerry's new girlfriend has a tractor story to tell him. George wants everyone at work to like him.,19 Mar. 1998,8.3,"(2,840)"
9,17,The Bookstore,George is forced to buy a book he took with him into the bathroom. Jerry finds out that his Uncle Leo is a shoplifter. Elaine doesn't want to be known as the office skank. Kramer and Newman start a Hong Kong rickshaw business.,9 Apr. 1998,8.2,"(2,470)"
9,18,The Frogger,George is obsessed with preserving his Frogger high score for posterity; Jerry stays one step ahead of a serial killer; Elaine eats Peterman's expensive cake:,23 Apr. 1998,8.8,"(3,202)"
9,19,The Maid,"Jerry gets into romance with his maid; George struggles to get the nickname ""T-Bone"" around the office; Elaine searches for a new telephone number.",30 Apr. 1998,8.0,"(2,427)"
9,20,The Puerto Rican Day,"Jerry, George, Kramer and Elaine get stuck in standstill traffic due to the massive Puerto Rican Day Parade.",7 May 1998,7.9,"(2,633)"
9,21,The Chronicle,"Just as the four are about to go to the movies, Jerry looks back on the past nine years with the audience.",14 May 1998,7.7,"(2,319)"
9,22,The Finale,"After George and Jerry land a production deal with NBC, the four head out for Paris on NBC's private plane and are waylaid in a small Massachusetts town.",14 May 1998,7.8,"(4,074)"
